area,desc,latitude,locality,longitude,price,title
360,"1 Bath,Furnished,2 floor,East facing Many Offices  Flats 1 bhk 2bhk 3 bhk  are  available for rent and sale Water, Parking, Lights, Lift, Pawar backup, Gym, , Security, Maintenance staff, Etc Royal palms is the one of best in mumbai and chip reats for ressidential and comercail we work on apointment basis for further details please contact us.Greenery surrounding, Peaceful & pollution free environment. Ideal for people working in prime focus & students of whistling woods. It is also close to powai hiranandani, Marol,International airport",19.1550273,Aarey Milk Colony,72.8850879,17000,"1 BHK Apartment for Rent in Royal Palms Diamond Isle Phase I, Aarey Milk Colony"
390,"1 Bath,Semi-Furnished,8 floor,East facing Many Offices  Flats 1 bhk 2bhk 3 bhk  are  available for rent and sale Water, Parking, Lights, Lift, Pawar backup, Gym, , Security, Maintenance staff, Etc Royal palms is the one of best in mumbai and chip reats for ressidential and comercail we work on apointment basis for further details please contact us.Greenery surrounding, Peaceful & pollution free environment. Ideal for people working in prime focus & students of whistling woods. It is also close to powai hiranandani, Marol,International airport.",19.1542384,Aarey Milk Colony,72.8847838,19000,"1 BHK Apartment for Rent in Royal Palms Diamond Isle Phase II, Aarey Milk Colony"
450,"1 Bath,Furnished,4 floor,West facing Many Offices  Flats 1 bhk 2bhk 3 bhk  are  available for rent and sale Royal palms is the one of best in Mumbai and chip rates for residential and commercial we work on Water, Parking, Lights, Lift, Power backup, Gym, , Security, Maintenance staff, Etc appointment basis for further details please contact us. Greenery surrounding, Peaceful & pollution free environment. Ideal for people working in prime focus & students of whistling woods. It is also close to powai hiranandani, Marol,International airport.",19.1560908,Aarey Milk Colony,72.8839514,15000,"1 BHK Apartment for Rent in Golden Isle, Aarey Milk Colony"
369,"1 Bath,Unfurnished,17 floor,East facing This is empty 1BHK of 430 SQFT with Carpet of 269 SQFT in new building with lift, security and water supply. Ample natural sunlight & Airy, East facing, Vaastu compliant, Higher floor 15th floor out of 20 floor.About Building  New construction ready to move in flats, total 20 floors building with basic features like 24 hr water supply, security, 6 Lift.About Locality – Good connectivity, 5 min walking distance from Kandivali East railway station, close to S. V. Road and western express highway, Schools, Collages, ATM, Banks, Gym, Hospital, Temples, Market all are available within locality",19.19891128,Akurli Nagar,72.85314003,16000,"1 BHK Apartment for Rent in Modi Suhas Society, Akurli Nagar"
225,"1 Bath,Semi-Furnished,1 floor One Room Kitchen For Rent Furnished Flat, JVLR Road Andheri EastFlat IncludedA.C.TV.RegrigeratorCUPBOARD.GASBEDEtcWater and LiftNear By Market, Temple, School, Highway Touch",19.11548996,Andheri East,72.87269592,15000,1 BHK Apartment for Rent in Andheri East
225,"1 Bath,Semi-Furnished,4 floor,North - East facing 1 RK flat is available for rent in a very nice locality near by to Western Express Highway. It has good connectivity to two stations Andheri and Jogeshwari. All amenities available within walking distance. Ideal for small family or bachelors sharing rent. The flat is is in the heart of the city Andheri from where traveling to any part of the city is possible. People working in SEEPZ, MIDC, Powai, Chakala, etc. are easily commute to their work destination via public transport or private transport which is easily available from the vicinity.",19.13439941,Andheri East,72.86839294,10000,1 BHK Apartment for Rent in Andheri East
240,"1 Bath,Semi-Furnished,2 floor 1 BHK, Multistorey Apartment is available for Rent in Andheri East, Mumbai for 50,000",19.11548996,Andheri East,72.87269592,50000,1 BHK Apartment for Rent in Andheri East
270,"1 Bath,Furnished,East facing One Room Kitchen Available In JB Nagar Andheri East Near Metro station",19.10730553,Andheri East,72.86471558,22000,1 BHK Apartment for Rent in Andheri East
300,"1 Bath,Unfurnished,5 floor,North facing available 1 room kitchen on rent in andheri east mahakali caves road furnished flat ready to move nr. midc seepz chakala station close to market school bank hotel hospital",19.1282193,Andheri East,72.8670939,16000,"1 BHK Apartment for Rent in Bindra Complex    , Andheri East"
325,"1 Bath,Unfurnished,12 floor It's a 12th floor Multistorey Apartment in a building of total 15 floors. The age of construction for this apartment Multistorey Apartment is between 5 to 10 years. The location has easy access to, State Bank of India (0 km ), Koknej Kohinoor Institute Andheri East (0 km ), Carewell Nursing Home (0 km ) and Santacruz East Railway Station (5 km ).",19.1150227,Andheri East,72.8590536,18000,"1 BHK Apartment for Rent in Kanakia Wall Street, Andheri East"
350,"1 Bath,Unfurnished,7 floor,East facing  This well designed 1 Bedroom Flat is situated on 7th floor and it has 1 bathroom Get this spacious Flat on a monthly rent of 18000. ",19.1150227,Andheri East,72.8590536,18000,"1 BHK Apartment for Rent in Kanakia Wall Street, Andheri East"
350,"1 Bath,Unfurnished,8 floor,East facing excellent 1bhk at 18k",19.11548996,Andheri East,72.87269592,18000,1 BHK Apartment for Rent in Andheri East
350,"1 Bath,Semi-Furnished,6 floor,East facing excellent semi furnished flat",19.11548996,Andheri East,72.87269592,20000,1 BHK Apartment for Rent in Andheri East
350,"1 Bath,Semi-Furnished,4 floor,East facing excellent flat with good Ventilation",19.11548996,Andheri East,72.87269592,22000,1 BHK Apartment for Rent in Andheri East
350,"2 Bath,Semi-Furnished,2 floor,East facing great society with all the amenities",19.11621235,Andheri East,72.8835477,25000,"1 BHK Apartment for Rent in Eco Park, Andheri East"
350,"1 Bath,Unfurnished,3 floor,East facing this is near merto station marol/cakala",19.127474,Andheri East,72.862625,14000,"1 BHK Apartment for Rent in Sher e Punjab, Andheri East"
400,"1 Bath,Semi-Furnished,2 floor,East facing 1bhk available semi furnished flat in the well maintained society whith all the amenities like gadan parking etc available and it there with gas pipeline good location for family and beaches market school collage corporate office hospital etc worlking distance",19.11548996,Andheri East,72.87269592,20000,1 BHK Apartment for Rent in Andheri East
400,"2 Bath,Furnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in Andheri East, Mumbai for 24,000",19.11594115,Andheri East,72.87846659,24000,"1 BHK Apartment for Rent in Crescent Residency, Andheri East"
400,"1 Bath,Furnished,7 floor,West facing 1 BHK, Multistorey Apartment is available for Rent in Andheri East, Mumbai for 18,000",19.11890622,Andheri East,72.87494906,18000,1 BHK Apartment for Rent in Andheri East
400,"2 Bath,Furnished,1 floor,East facing 1 bhk fully farnish flat in Andheri East Sahar road  only vegetarian party Allow opp DMart Near haiway mall super Market Air port Metro station",72.87269592,Andheri East,19.11548996,30000,1 BHK Apartment for Rent in Andheri East
415,"2 Bath,Furnished,19 floor  A beautiful Unit is for rent at Vasant Oasis in Marol It is 2 AC, 1 Bed, 2 Wardrobe, 1 TV, Fridge, Sofa, Washing Machine, Dining Table, Gas Connection, Microwave and has 1 balcony. This Unit has 1 bedroom and it is located on 19th floor and offers 2 bathroom You can get this spacious Unit at 48000 per month. ",19.114625,Andheri East,72.884093,48000,"1 BHK Apartment for Rent in Vasant Oasis, Andheri East"
445,"2 Bath,Unfurnished,10 floor,North - East facing Flexible Option of both fully furnished and unfurnished. Rent will be negotiated accordingly.. Directly from owner..No commissionDiscount offer if annual rent paid by single cheque.",19.12283925,Andheri East,72.88452963,45000,"1 BHK Apartment for Rent in Kanakia Rainforest, Andheri East"
450,"2 Bath,Furnished,4 floor,East facing Multistorey apartment is available for rent. It has covered area 450 sq-ft. Please contact for more details.",19.11813179,Andheri East,72.88706629,35000,"1 BHK Apartment for Rent in Ashok Nagar Complex, Andheri East"
450,"1 Bath,Furnished,6 floor,East facing Fully furnished 1 BHK FLAT WITH 1 AC 1 FRIDGE 1 TV 1 Geyser 1 Basin 1 Bathroom 1 Stove 1 Gas Cylinder 1 Sofa Bed 1 Foldable Dinning Table Conveniently located 10 mins from Andheri railway station 5 mins from JB Nagar Metro Station 10 mins from Mumbai international Airport",19.11942673,Andheri East,72.86393738,25000,1 BHK Apartment for Rent in Andheri East
450,"1 Bath,Semi-Furnished,3 floor,East facing 1room kitchen for rent at bindra complex mahakali road near hotel ginger near holy spirit hospital. Private building. Close to ahura centre near st. Arnold school",19.1282193,Andheri East,72.8670939,18000,"1 BHK Apartment for Rent in Bindra Complex    , Andheri East"
460,"2 Bath,Furnished,1 floor,South -West facing Available 1 BHK Fully Furnished Apartment for rent At very good society Jvlr Road Andheri East . For more information please contact us",19.13924026,Andheri East,72.86898804,27000,1 BHK Apartment for Rent in Andheri East
480,"1 Bath,Unfurnished,1 floor,East facing Available 1bhk flat in midc Andheri East. Both family and bachelors are allowed",19.11548996,Andheri East,72.87269592,20000,1 BHK Apartment for Rent in Andheri East
300,"1 Bath,Unfurnished,Lower Basement floor,East facing 1 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 11,000",19.1202794,Andheri West,72.8393824,11000,"1 BHK Apartment for Rent in Sagar City, Andheri West"
300,"1 Bath,Semi-Furnished,3 floor it's a 1 RK converted into 1 BHK..ideal for bachelor's and family",19.12973785,Andheri West,72.82915497,23000,1 BHK Apartment for Rent in Andheri West
350,"1 Bath,Unfurnished,7 floor 1rk rental flat available at azad nagar near metro andher west mumbai please call for full details and more flats in all locations.",19.12973785,Andheri West,72.82915497,13000,1 BHK Apartment for Rent in Andheri West
350,"1 Bath,Furnished,3 floor,East facing superb furnished 1 Room kitchen 24 hours water",19.12973785,Andheri West,72.82915497,22000,1 BHK Apartment for Rent in Andheri West
370,"1 Bath,Semi-Furnished,3 floor,North facing 1 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 17,000",19.14780617,Andheri West,72.84235382,17000,1 BHK Apartment for Rent in Andheri West
380,"1 Bath,Unfurnished,1 floor 1rk rental flat available at veera desai andheri west mumbai.",19.12973785,Andheri West,72.82915497,18000,1 BHK Apartment for Rent in Andheri West
390,"1 Bath,Unfurnished,5 floor 1rk rental flat available at oshiwara andheri west mumbai please call for full details and more rental flats in all locations.",19.12973785,Andheri West,72.82915497,19000,1 BHK Apartment for Rent in Andheri West
400,"1 Bath,Semi-Furnished,1 floor,North facing main road Andheri West yari road d Aram nagar",19.12973785,Andheri West,72.82915497,25000,1 BHK Apartment for Rent in Andheri West
450,"2 Bath,Semi-Furnished,Ground floor,East facing SemiFurnished one room kitchen at heart of Andheri WestIdeal for families 24hr municipal waterDesigner flooring with modular kitchenSeparate bathroom & toiletVery safe locality with gated community and 24hr watchman1min walk from Andheri Market5min walk from Andheri Station, Andheri Metro and Bus stop5min from Jogging track and garden5min from CCD with wifi10min from Apna Bazaar",19.12407381,Andheri West,72.84328587,28000,"1 BHK Apartment for Rent in Kamla Society, Andheri West"
450,"1 Bath,Unfurnished,1 floor,East facing Nice localelity",19.1284235,Andheri West,72.8198761,27000,"1 BHK Apartment for Rent in 7 Bungalow, Andheri West"
450,"1 Bath,Unfurnished,3 floor,East facing nice location spacious 1 room kitchen Convt 1 bhk Lease for bachelor or family",19.1284235,Andheri West,72.8198761,30000,"1 BHK Apartment for Rent in 7 Bungalow, Andheri West"
450,"1 Bath,Semi-Furnished,3 floor 1 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 32,000",19.12973785,Andheri West,72.82915497,32000,1 BHK Apartment for Rent in Andheri West
450,"1 Bath,Unfurnished,Ground floor,North - East facing A 1RK unfurnished flat on rent at amboli for bachelors and family",19.1391426,Andheri West,72.8325158,23000,"1 BHK Apartment for Rent in Sunrise Apartment, Andheri West"
450,"1 Bath,Furnished,Ground floor 1 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 32,000",19.14797783,Andheri West,72.84225464,32000,1 BHK Apartment for Rent in Andheri West
458,"1 Bath,Unfurnished,3 floor,East facing The Flat has 1 bedroom and it is situated on third floor and has 1 bathroom You can rent this Flat at 26000 per month.",19.1253747,Andheri West,72.8254158,26000,"1 BHK Apartment for Rent in 4 Bungalow, Andheri West"
480,"1 Bath,Unfurnished,2 floor,East facing 1 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 22,000",19.14782524,Andheri West,72.84238434,22000,1 BHK Apartment for Rent in Andheri West
225,"1 Bath,Unfurnished,Upper Basement floor 1 BHK, Multistorey Apartment is available for Rent in Antop Hill, Mumbai for 16,000",19.00982857,Antop Hill,72.82524109,16000,1 BHK Apartment for Rent in Antop Hill
330,"1 Bath,Unfurnished,7 floor,East facing This is 1Bhk flat (original),  with total area 270 carpet, it's on higher floor so good air and vantilation, its just 5 minutes walk distance from jagruti nagar metro station and just 1.5 kms from ghatkopar railway station thus making it easy to travel.",19.1002903,Asalfa Village JJC,72.89379883,16500,1 BHK Apartment for Rent in Asalfa Village JJC
300,"1 Bath,Unfurnished,13 floor,North - East facing SPECIFICATIONS General  •Video Door phones at the entrance•Anodized aluminum windows•Vitrified or similar flooring in living, Dining & Bedrooms•Wooden Finish Flooring in Master Bedroom•Telephone, Internet & Cable TV Connections in all rooms•Polished flush doors in all the rooms•Plaster of Paris/ Gypsum finish with emulsion paint on walls and ceiling•Miniature circuit-breakers & ELCBs•Anti-skid tile/ rubberized wood on sun decksKitchen •Anti-skid flooring•Complete Power Back Up for Common Areas•Granite platform with modern stainless steel sink •Service platform •Flush Door Dado of ceramic Tiles •Exhaust Fan •Piped Gas connection with gas leakage detectors (Subject to approval from MGL) •Hot Water Geyser Bathroom •Anti-skid flooring•Anti- Skid Tiles•7' dado of ceramic tiles/ vitrified tiles•Fittings & Fixtures- Jaguar or Equivalent•Hot and Cold mixer in all bathrooms and basins•Premium Sanitary wares- HIndware, Parryware or similar•Storage Geyser in all bathrooms •Exhaust Fans",19.1830298,Asha Nagar,72.838506,12500,"1 BHK Apartment for Rent in Morarji Mill Mhada, Asha Nagar"
360,"1 Bath,Unfurnished,15 floor,East facing 1 bhk flat available for rent in kandivali East, mumbai . It is located in suhas modi society, which is a very good society.",19.19891128,Asha Nagar,72.85314003,15000,"1 BHK Apartment for Rent in Modi Suhas Society, Asha Nagar"
365,"1 Bath,Unfurnished,6 floor,East facing 1 bhk flat available for rent in Mulund (West), Central Mumbai suburbs. It is located in Budget Homes The Nest, which is a very good society. The space is unfurnished, located on 6th floor of 18 floors. It has 1 bedrooms, 1 bathrooms. The flat is built on the principles of feng-shui/vaastu. It is an ideal accommodation for all and has a super built-up area of 360 sq. ft. and has facilities like lift(s) etc. It is a 1-5 year old property. Since it is located in a gated society, you can be assured of security. The flat is north-east facing.  Available fora monthly rent of Rs.16000.",19.12342112,Asha Nagar,72.83204783,16000,"1 BHK Apartment for Rent in The Nest, Asha Nagar"
400,"1 Bath,Semi-Furnished,5 floor,North - East facing 1rk in thakur complex near 90ft road.",19.206379,Asha Nagar,72.865676,15000,"1 BHK Apartment for Rent in Thakur Complex, Asha Nagar"
430,"2 Bath,Furnished,3 floor,South -West facing 1 BHK fully furnished multistorey apartment is available for rent. This building is very well maintained and in the heart of  Thakur Complex where all daily needs are at the bottom of  this society. 5 schools and 2 colleges-Nirmala and Thakur Polytechnic is in this complex. This complex is famous for educational hub.. 1 Jain Temple and Vaishnav Haveli is in this complex. Upcoming metro station and highway is only 500 meter from this flat.  One SCN club house and swimming pool is very near to this building.",19.206379,Asha Nagar,72.865676,23000,"1 BHK Apartment for Rent in Thakur Complex, Asha Nagar"
300,"2 Bath,Unfurnished,10 floor,East facing •Swimming Pool•Fully equipped state of the art Gymnasium•Jacuzzi and Steam Rooms•Squash Court•Tennis Court•Mini-Theatre•Indoor Games Room•Library•Multi-Purpose Court•Children’s Play Area•Jogging Track•Yoga Room•Multi-Purpose Party rooms & Lawns•Terrace Garden•Landscape GardenAmenities Part of Future Development :All the external amenities displayed are part of future development and are subject to change as per approvals and/or management decisions from time to time and are strictly aGeneral•Video Door phones at the entrance•Anodized aluminum windows•",19.1830298,Ashok Nagar Western Mumbai,72.838506,12500,"1 BHK Apartment for Rent in Morarji Mill Mhada, Ashok Nagar Western Mumbai"
360,"1 Bath,Unfurnished,9 floor,East facing all most good location n compact 1 BHK flat available on rent its just 10 minutes away from station",19.1830298,Ashok Nagar Western Mumbai,72.838506,13000,"1 BHK Apartment for Rent in Morarji Mill Mhada, Ashok Nagar Western Mumbai"
225,"1 Bath,Unfurnished,1 floor,West facing hi i have property near Azad Nagar metro station very convenient for travelling and 10 minutes walking from Andheri West",72.87464905,Azad Nagar,19.17417908,18000,1 BHK Apartment for Rent in Azad Nagar
475,"1 Bath,Semi-Furnished,2 floor  This Unit has 1 bedroom and it is on 2nd floor and has 1 bathroom You can rent this Unit on a rental of 14000 monthly. ",19.17484856,Azad Nagar,72.87902832,15500,1 BHK Apartment for Rent in Azad Nagar
300,"1 Bath,Unfurnished,3 floor,South -West facing it is near by station",19.05955887,Bandra,72.83917999,40000,1 BHK Apartment for Rent in Bandra
256,"1 Bath,Furnished,12 floor Sea Bird Apartment are located at an excellent locality of Bandra (West) Mumbai which is much far from the hasty tones and fuzziness of the city",19.0602606,Bandra Band Stand,72.82420039,35000,"1 BHK Penthouse for Rent in Sea Bird Apartment, Bandra Band Stand"
300,"1 Bath,Unfurnished,Ground floor,West facing 1 room kitchen for rent in khernagar Bandra East only for family further details contact us.",19.06275558,Bandra East,72.85449982,16000,1 BHK Apartment for Rent in Bandra East
300,"1 Bath,Unfurnished,6 floor,North facing This is a 1 RK apartment for rent Gurunanak Hospital Market Business Corporate office very close to property 24 Hours security guard CCTV camera in every floor A big open parking available in compound",19.11935806,Bandra East,72.86453247,21000,1 BHK Apartment for Rent in Bandra East
250,"1 Bath,Furnished,1 floor,East facing Full Furnished and Strong Building",19.05654526,Bandra Kurla Complex,72.85339355,18000,1 BHK Apartment for Rent in Bandra Kurla Complex
300,"1 Bath,Semi-Furnished,2 floor,West facing 5 mins walking distance to Bandra Station, 10 mins walking distance to Khar Linking Rd, Mc Donald, KFC, Rav Patwardhan Udhyan",18.9653492,Bandra West,72.83115387,22000,1 BHK Apartment for Rent in Bandra West
375,"1 Bath,Semi-Furnished,4 floor  This Home has a covered area of 375 Sq-ft is on floor 4 of 4 floors. 25, 000 is the price of Home. There are 1 balconies that overlook garden. The well ventilated Home brings facilities like AC, Lift, Power Back Up, Security and RO Water System. It is an airy & ventilated Home located in KGN Palace, Bandra West. Having 1 bedroom and 1 spacious bathrooms, the Home is Semi-Furnished. ",19.05182542,Bandra West,72.82862321,25000,"1 BHK Apartment for Rent in KGN Palace, Bandra West"
400,"1 Bath,Semi-Furnished,5 floor,East facing one rk studio spacious apartment on rent in grace apartment alameda park building with lift very nice residence locality near garden",19.0581879,Bandra West,72.8283294,40000,"1 BHK Apartment for Rent in Grace Apartments, Bandra West"
400,"1 Bath,Semi-Furnished,4 floor quite and peacefull locality",19.0669294,Bandra West,72.8253329,50000,"1 BHK Apartment for Rent in Rizvi Complex, Bandra West"
410,"1 Bath,Unfurnished,5 floor,West facing It. S a 1rk  multistory apartment situated in bandra west it has a built up area of 410 sqft and available for rent at 50000 per month negotiable the house is the time you ll spend here will become the greatest moment of your life that will also help you to relieve relax and evoke a great sense of happiness",19.06071984,Bandra West,72.83278038,40000,"1 BHK Apartment for Rent in Hashu Niwas, Bandra West"
450,"1 Bath,Semi-Furnished,3 floor  The Apartment has 1 bedroom and it is at 3 floor and has 1 bathroom You can get this well-designed Apartment on a rental of 55000 monthly. ",19.05522919,Bandra West,72.83082581,55000,1 BHK Apartment for Rent in Bandra West
350,"1 Bath,Semi-Furnished,9 floor 1 BHK, Multistorey Apartment is available for Rent in BDD Chawl, Mumbai for 26,000",18.99164581,BDD Chawl,72.82923889,26000,1 BHK Apartment for Rent in BDD Chawl
450,"2 Bath,Unfurnished,2 floor  This 1 BHK Unit lies on 2nd floor and has 2 bathroom You get this good Unit on a monthly charges of 26000. ",19.14533043,Behram Baug,72.84137726,26000,1 BHK Apartment for Rent in Behram Baug
450,"1 Bath,Unfurnished,4 floor,East facing Multistorey apartment is available for rent. It has covered area 450 sq-ft. Please contact for more details.",19.15255547,Best Nagar - Goregaon West,72.84177399,18000,1 BHK Apartment for Rent in Best Nagar - Goregaon West
400,"1 Bath,Unfurnished,3 floor 1 BHK, Multistorey Apartment is available for Rent in Beverly Park, Mumbai for 13,000",19.27627,Beverly Park,72.8929,13000,"1 BHK Apartment for Rent in BANEGAR ENCLAVE, Beverly Park"
455,"1 Bath,Unfurnished,3 floor,North - East facing Offering  A 1 Bhk flat  for rent  in  Mira  road .  in our  flat  fully  Spacious  bigger  hall  With  dining  Spacious   And  our  kitchen full  modular  And  Fully bedroom spacious   And  our  bathroom fully  dado  tiles And  Also has Vitrified  Flooring. this  Flat  Proper   Ventilation   and one of  the  best  material  used  in  our  complex.  totally  6 wing  complex .   the 4  storeyed  Building .  Our complex well  decorative . best  amenities  in  the Building .  children  play  area , Landscape  Garden , Power Back up , BMC Water , CCTV Common Areas , Parking , Security , etc .",19.2576102,Beverly Park,72.86106376,11000,"1 BHK Apartment for Rent in Sanskruti Apartment, Beverly Park"
475,"1 Bath,Semi-Furnished,18 floor,East facing 1 bhk flat for rent in ajmera bhakti park.",28.599658,Bhakti Park,77.0372466,32000,"1 BHK Apartment for Rent in Ivory Towers CHS LTD, Bhakti Park"
480,"1 Bath,Unfurnished,10 floor,East facing The property is with all amenities situated at a prime spot .available 1Bhk  flat for rent Rs. 45000, flat is in ready to move in conditions all the basic fittings like lights, fans , curtain rods has been provided by the owner also has done up washroom, modular kitchen .",19.03587281,Bhakti Park,72.87917878,45000,"1 BHK Apartment for Rent in New Cuffe Parade, Bhakti Park"
450,"1 Bath,Furnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in Bhandup East, Mumbai for 6,000",19.1484013,Bhandup East,72.9429424,6000,"1 BHK Apartment for Rent in Hema Park, Bhandup East"
385,"1 Bath,Unfurnished,4 floor 1 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 13,000",19.14990044,Bhandup West,72.93113708,13000,1 BHK Apartment for Rent in Bhandup West
450,"1 Bath,Unfurnished,11 floor,East facing Multistorey apartment is available 1 bhk flat for rent. It is near to Jain Temple, Bhandup West, located on main road and market area. All types of facilities near by like ATM, bank, temple, church, grocery store, hotels, snacks corner, dairy, school and college.",19.210055,Bhandup West,72.823167,20000,"1 BHK Apartment for Rent in Anand Mangal, Bhandup West"
460,"2 Bath,Unfurnished,8 floor,North - East facing Its a un  furnished flat available on rent same is located in bhandup west in reputed residential complex which is safe and peaceful with all modDescription & LandmarksInteresting Property detailsern amenities available. Looking for family or single male or female working corporate interested parties.Open parking available.If interested kindly contact",19.157948,Bhandup West,72.93373,28000,"1 BHK Apartment for Rent in Mayuresh Park, Bhandup West"
